structure abbreviation,ARA ontology order,structure ID,full structure name,Major Brain Division,Mouse line,Image id,Dataset type,Transgenic Signal in CCF structure,Connectivity Source Injection Site,ABA gene name,Link to image viewer or download location for individual high resolution images (n.b. only jp2 files are at BIL),Link to 25 um Tg line grid data (.nrrd files),Link to cortical surface views (.nrrd files)
LGd-ip,762,496345672,"Dorsal part of the lateral geniculate complex, ipsilateral zone",Thalamus,Thy1-Cre,306930168,Connectivity (Source -> Target),n/a,retina,n/a,http://connectivity.brain-map.org/projection/experiment/306930168,,
LGd-ip,762,496345672,"Dorsal part of the lateral geniculate complex, ipsilateral zone",Thalamus,Thy1-Cre,306958034,Connectivity (Source -> Target),n/a,retina,n/a,http://connectivity.brain-map.org/projection/experiment/306958034,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Prkcd-GluCla-CFP-IRES-Cre;Ai14,485280693,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485280693?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Htr1a-IRES2-Cre;Ai14,545796708,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/545796708?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Tacr1-T2A-Cre;Ai14,551801305,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/551801305?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=218,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57Bl/6J,120437703,Connectivity (Source -> Target),n/a,VISal,n/a,http://connectivity.brain-map.org/projection/experiment/120437703,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57BL/6J,71670687,ISH (ABA),n/a,n/a,Plekhg1,http://mouse.brain-map.org/experiment/show/71670687,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57BL/6J,72340125,ISH (ABA),n/a,n/a,1810041L15Rik,http://mouse.brain-map.org/experiment/show/72340125,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,C57BL/6J,79556662,ISH (ABA),n/a,n/a,Calb2,http://mouse.brain-map.org/experiment/show/79556662,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Rbp4-Cre_KL100,159753308,Connectivity (Source -> Target),n/a,VISam,n/a,http://connectivity.brain-map.org/projection/experiment/159753308,,
LP,765,218,Lateral posterior nucleus of the thalamus,Thalamus,Syt6-Cre_KI148,125801033,Connectivity (Source -> Target),n/a,ACAv,n/a,http://connectivity.brain-map.org/projection/experiment/125801033,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Prkcd-GluCla-CFP-IRES-Cre;Ai14,485280693,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485280693?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Glt25d2-Cre_NF107;Ai14,491608671,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/491608671?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=1020,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57Bl/6J,180074890,Connectivity (Source -> Target),n/a,VISC,n/a,http://connectivity.brain-map.org/projection/experiment/180074890,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57Bl/6J,180718587,Connectivity (Source -> Target),n/a,SSp-ul,n/a,http://connectivity.brain-map.org/projection/experiment/180718587,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57BL/6J,70301274,ISH (ABA),n/a,n/a,Prkcd,http://mouse.brain-map.org/experiment/show/70301274,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57BL/6J,71670687,ISH (ABA),n/a,n/a,Plekhg1,http://mouse.brain-map.org/experiment/show/71670687,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57BL/6J,72109295,ISH (ABA),n/a,n/a,Ptpn3,http://mouse.brain-map.org/experiment/show/72109295,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57BL/6J,75144656,ISH (ABA),n/a,n/a,Synpo2,http://mouse.brain-map.org/experiment/show/75144656,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Syt6-Cre_KI148,177319974,Connectivity (Source -> Target),n/a,MOs,n/a,http://connectivity.brain-map.org/projection/experiment/177319974,,
PO,771,1020,Posterior complex of the thalamus,Thalamus,Syt6-Cre_KI148,177459319,Connectivity (Source -> Target),n/a,MOs,n/a,http://connectivity.brain-map.org/projection/experiment/177459319,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,Sst-IRES-Cre;Ai14,476449640,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476449640?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,Etv1-CreERT2;Ai140,549369763,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/549369763?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57Bl/6J,100141596,Connectivity (Source -> Target),n/a,IC,n/a,http://connectivity.brain-map.org/projection/experiment/100141596,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57Bl/6J,114474520,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/114474520,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57Bl/6J,127991964,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/127991964,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57Bl/6J,156978574,Connectivity (Source -> Target),n/a,MRN,n/a,http://connectivity.brain-map.org/projection/experiment/156978574,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57BL/6J,69120620,ISH (ABA),n/a,n/a,Nov,http://mouse.brain-map.org/experiment/show/69120620,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
POL,772,1029,Posterior limiting nucleus of the thalamus,Thalamus,C57BL/6J,75081206,ISH (ABA),n/a,n/a,Baiap3,http://mouse.brain-map.org/experiment/show/75081206,,
SGN,773,325,Suprageniculate nucleus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SGN,773,325,Suprageniculate nucleus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SGN,773,325,Suprageniculate nucleus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SGN,773,325,Suprageniculate nucleus,Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=325,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57BL/6J,73788010,ISH (ABA),n/a,n/a,Necab2,http://mouse.brain-map.org/experiment/show/73788010,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57BL/6J,73788032,ISH (ABA),n/a,n/a,Nts,http://mouse.brain-map.org/experiment/show/73788032,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57BL/6J,73818754,ISH (ABA),n/a,n/a,Slc17a6,http://mouse.brain-map.org/experiment/show/73818754,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57BL/6J,74511882,ISH (ABA),n/a,n/a,Adcyap1,http://mouse.brain-map.org/experiment/show/74511882,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
SGN,773,325,Suprageniculate nucleus,Thalamus,C57BL/6J,79556738,ISH (ABA),n/a,n/a,Pvalb,http://mouse.brain-map.org/experiment/show/79556738,,
Eth,774,560581551,Ethmoid nucleus of the thalamus,Thalamus,Etv1-CreERT2;Ai140,549369763,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/549369763?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
Eth,774,560581551,Ethmoid nucleus of the thalamus,Thalamus,C57BL/6J,74511860,ISH (ABA),n/a,n/a,Ptpn3,http://mouse.brain-map.org/experiment/show/74511860,,
Eth,774,560581551,Ethmoid nucleus of the thalamus,Thalamus,C57BL/6J,74511884,ISH (ABA),n/a,n/a,Rgs4,http://mouse.brain-map.org/experiment/show/74511884,,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Rorb-IRES2-Cre;Ai110 ,397902626,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500313299/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Slc17a8-iCre;Ai14,540144158,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351543/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
AV,777,255,Anteroventral nucleus of thalamus,Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
